split,tile,z,x,y,patches,unique_source_tiles,mae_rgb,psnr_rgb,global_ssim_luma,val_rs_path,generated_map_path,target_map_path
val,14_8002_5117,14,8002,5117,64,28,21.866949,18.568764,0.050915,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8002_5117.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8002_5117_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8002_5117.png
val,14_8002_5127,14,8002,5127,64,45,19.138229,19.289731,0.233899,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8002_5127.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8002_5127_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8002_5127.png
val,14_8003_5107,14,8003,5107,64,29,12.410014,21.191482,0.206450,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8003_5107.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8003_5107_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8003_5107.png
val,14_8003_5109,14,8003,5109,64,46,22.745398,18.022828,0.305788,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8003_5109.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8003_5109_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8003_5109.png
val,14_8003_5112,14,8003,5112,64,35,16.022390,19.244134,0.226018,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8003_5112.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8003_5112_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8003_5112.png
val,14_8004_5091,14,8004,5091,64,49,16.636084,19.590713,0.259167,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8004_5091.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8004_5091_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8004_5091.png
val,14_8004_5106,14,8004,5106,64,38,14.374680,20.508283,0.226263,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8004_5106.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8004_5106_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8004_5106.png
val,14_8005_5091,14,8005,5091,64,49,13.363139,20.415589,0.257668,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8005_5091.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8005_5091_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8005_5091.png
val,14_8006_5109,14,8006,5109,64,40,17.124506,18.704297,0.164177,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5109.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8006_5109_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5109.png
val,14_8006_5114,14,8006,5114,64,44,23.460165,17.934782,0.257372,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8006_5114_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5114.png
val,14_8006_5118,14,8006,5118,64,41,15.797847,19.215654,0.145115,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5118.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8006_5118_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5118.png
val,14_8007_5104,14,8007,5104,64,42,21.798395,17.980834,0.144251,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8007_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8007_5104_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8007_5104.png
val,14_8007_5120,14,8007,5120,64,20,8.710729,23.935627,0.345509,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8007_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8007_5120_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8007_5120.png
val,14_8008_5115,14,8008,5115,64,36,11.985530,20.110838,0.223802,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8008_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8008_5115_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8008_5115.png
val,14_8008_5126,14,8008,5126,64,32,11.969859,21.712328,0.298866,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8008_5126.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8008_5126_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8008_5126.png
val,14_8010_5093,14,8010,5093,64,44,15.757538,20.108599,0.198511,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5093.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8010_5093_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5093.png
val,14_8010_5105,14,8010,5105,64,35,11.907349,20.572364,0.215933,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5105.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8010_5105_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5105.png
val,14_8010_5106,14,8010,5106,64,28,10.881948,22.317978,0.182205,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5106.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8010_5106_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5106.png
val,14_8010_5114,14,8010,5114,64,43,17.361679,19.797068,0.216701,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8010_5114_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5114.png
val,14_8010_5115,14,8010,5115,64,46,22.962524,17.694793,0.174841,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8010_5115_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5115.png
val,14_8010_5120,14,8010,5120,64,47,22.279474,18.454593,0.279885,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8010_5120_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5120.png
val,14_8012_5108,14,8012,5108,64,46,14.443069,20.571042,0.228975,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8012_5108.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8012_5108_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8012_5108.png
val,14_8012_5113,14,8012,5113,64,40,19.262171,19.361761,0.211150,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8012_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_patch_embedding_retrieval_generated_maps/14_8012_5113_patch_embedding_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8012_5113.png
