split,tile,z,x,y,mae_rgb,psnr_rgb,global_ssim_luma,val_rs_path,generated_map_path,target_map_path
val,14_7980_5115,14,7980,5115,17.777212,21.670249,0.442641,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7980_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7980_5115_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7980_5115.png
val,14_7980_5129,14,7980,5129,14.035095,23.951644,0.547788,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7980_5129.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7980_5129_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7980_5129.png
val,14_7980_5147,14,7980,5147,21.613459,19.816436,0.211718,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7980_5147.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7980_5147_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7980_5147.png
val,14_7981_5126,14,7981,5126,19.897638,20.648327,0.404386,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7981_5126.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7981_5126_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7981_5126.png
val,14_7981_5132,14,7981,5132,18.149923,20.950109,0.282962,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7981_5132.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7981_5132_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7981_5132.png
val,14_7981_5147,14,7981,5147,20.653656,19.902414,0.177850,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7981_5147.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7981_5147_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7981_5147.png
val,14_7982_5143,14,7982,5143,20.714090,19.923487,-0.019290,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7982_5143.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7982_5143_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7982_5143.png
val,14_7983_5104,14,7983,5104,19.938019,19.666211,0.283873,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7983_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7983_5104_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7983_5104.png
val,14_7983_5113,14,7983,5113,21.565790,19.960326,0.137827,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7983_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7983_5113_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7983_5113.png
val,14_7983_5129,14,7983,5129,13.624578,24.141226,0.539444,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7983_5129.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7983_5129_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7983_5129.png
val,14_7983_5139,14,7983,5139,21.378992,19.917045,0.554387,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7983_5139.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7983_5139_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7983_5139.png
val,14_7984_5106,14,7984,5106,21.150229,19.760186,0.251501,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7984_5106.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7984_5106_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7984_5106.png
val,14_7985_5117,14,7985,5117,21.950953,19.475252,0.310511,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7985_5117.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7985_5117_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7985_5117.png
val,14_7985_5137,14,7985,5137,20.470724,19.939827,0.453195,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7985_5137.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7985_5137_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7985_5137.png
val,14_7987_5121,14,7987,5121,18.880173,21.649579,0.690336,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7987_5121.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7987_5121_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7987_5121.png
val,14_7987_5125,14,7987,5125,11.952434,25.201059,0.642445,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7987_5125.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7987_5125_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7987_5125.png
val,14_7987_5135,14,7987,5135,21.350443,19.754440,0.285528,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7987_5135.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7987_5135_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7987_5135.png
val,14_7988_5104,14,7988,5104,25.578924,18.962425,0.488062,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7988_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7988_5104_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7988_5104.png
val,14_7988_5108,14,7988,5108,20.879974,19.561796,0.516937,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7988_5108.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7988_5108_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7988_5108.png
val,14_7988_5143,14,7988,5143,18.338064,21.154504,0.393324,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7988_5143.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7988_5143_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7988_5143.png
val,14_7989_5118,14,7989,5118,28.268118,16.748805,0.590437,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7989_5118.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7989_5118_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7989_5118.png
val,14_7989_5138,14,7989,5138,16.613501,21.937194,0.731676,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7989_5138.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7989_5138_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7989_5138.png
val,14_7990_5109,14,7990,5109,21.145920,19.746479,0.366522,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7990_5109.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7990_5109_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7990_5109.png
val,14_7990_5114,14,7990,5114,23.509445,18.170208,0.104531,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7990_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7990_5114_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7990_5114.png
val,14_7990_5116,14,7990,5116,22.207087,19.516695,-0.061079,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7990_5116.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7990_5116_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7990_5116.png
val,14_7990_5130,14,7990,5130,15.197235,23.281009,0.560578,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7990_5130.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7990_5130_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7990_5130.png
val,14_7990_5140,14,7990,5140,17.702499,21.592331,0.655655,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7990_5140.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7990_5140_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7990_5140.png
val,14_7991_5104,14,7991,5104,26.060440,18.516785,0.414458,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7991_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7991_5104_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7991_5104.png
val,14_7991_5114,14,7991,5114,21.262726,19.120563,0.045735,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7991_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7991_5114_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7991_5114.png
val,14_7991_5118,14,7991,5118,21.571146,20.114724,0.308951,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7991_5118.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7991_5118_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7991_5118.png
val,14_7991_5137,14,7991,5137,17.559855,20.833052,0.531868,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7991_5137.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7991_5137_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7991_5137.png
val,14_7991_5142,14,7991,5142,19.818405,20.589765,0.408899,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7991_5142.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7991_5142_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7991_5142.png
val,14_7992_5104,14,7992,5104,22.361700,20.029543,0.560370,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7992_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7992_5104_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7992_5104.png
val,14_7992_5113,14,7992,5113,19.037399,20.701076,0.062964,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7992_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7992_5113_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7992_5113.png
val,14_7992_5129,14,7992,5129,10.677963,25.127726,0.528782,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7992_5129.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7992_5129_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7992_5129.png
val,14_7992_5143,14,7992,5143,16.807764,21.913586,0.559609,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7992_5143.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7992_5143_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7992_5143.png
val,14_7993_5110,14,7993,5110,20.632574,20.086544,0.091712,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7993_5110.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7993_5110_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7993_5110.png
val,14_7993_5114,14,7993,5114,22.374689,18.798818,0.070032,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7993_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7993_5114_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7993_5114.png
val,14_7993_5116,14,7993,5116,20.135748,20.424432,0.272747,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7993_5116.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7993_5116_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7993_5116.png
val,14_7993_5117,14,7993,5117,20.275629,20.027726,-0.008685,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7993_5117.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7993_5117_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7993_5117.png
val,14_7993_5122,14,7993,5122,23.693872,19.099636,0.414258,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7993_5122.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7993_5122_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7993_5122.png
val,14_7994_5132,14,7994,5132,9.646260,25.516565,0.597875,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7994_5132.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7994_5132_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7994_5132.png
val,14_7994_5135,14,7994,5135,17.309402,21.548685,0.685069,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7994_5135.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7994_5135_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7994_5135.png
val,14_7994_5137,14,7994,5137,16.336599,22.110999,0.648349,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7994_5137.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7994_5137_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7994_5137.png
val,14_7995_5113,14,7995,5113,17.657370,20.595755,0.057214,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7995_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7995_5113_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7995_5113.png
val,14_7995_5116,14,7995,5116,20.545975,20.134931,0.118805,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7995_5116.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7995_5116_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7995_5116.png
val,14_7995_5117,14,7995,5117,17.568003,21.369666,0.080004,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7995_5117.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7995_5117_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7995_5117.png
val,14_7995_5120,14,7995,5120,23.194422,19.398151,0.281959,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7995_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7995_5120_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7995_5120.png
val,14_7995_5127,14,7995,5127,20.742559,20.203179,0.594786,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7995_5127.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7995_5127_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7995_5127.png
val,14_7996_5109,14,7996,5109,20.159185,20.395277,-0.075034,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7996_5109.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7996_5109_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7996_5109.png
val,14_7996_5110,14,7996,5110,19.843348,20.428841,0.227307,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7996_5110.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7996_5110_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7996_5110.png
val,14_7996_5122,14,7996,5122,19.708908,21.182619,0.299011,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7996_5122.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7996_5122_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7996_5122.png
val,14_7996_5125,14,7996,5125,19.464350,20.789704,0.596052,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7996_5125.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7996_5125_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7996_5125.png
val,14_7996_5133,14,7996,5133,17.404617,21.088559,0.429574,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7996_5133.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7996_5133_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7996_5133.png
val,14_7996_5142,14,7996,5142,16.592127,22.065014,0.617133,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7996_5142.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7996_5142_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7996_5142.png
val,14_7997_5121,14,7997,5121,21.303467,19.977920,0.437965,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7997_5121.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7997_5121_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7997_5121.png
val,14_7997_5123,14,7997,5123,10.596919,24.880904,0.489784,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7997_5123.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7997_5123_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7997_5123.png
val,14_7998_5114,14,7998,5114,19.570459,18.549333,0.083862,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7998_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7998_5114_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7998_5114.png
val,14_7998_5120,14,7998,5120,20.591391,20.558082,0.416029,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7998_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7998_5120_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7998_5120.png
val,14_7999_5112,14,7999,5112,19.505005,18.842818,0.109187,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7999_5112.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7999_5112_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7999_5112.png
val,14_7999_5114,14,7999,5114,24.443048,17.922003,-0.134428,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7999_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7999_5114_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7999_5114.png
val,14_7999_5127,14,7999,5127,21.021896,20.783713,0.709566,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_7999_5127.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_7999_5127_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_7999_5127.png
val,14_8000_5112,14,8000,5112,22.304163,18.023732,-0.145560,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8000_5112.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8000_5112_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8000_5112.png
val,14_8000_5113,14,8000,5113,16.502832,21.902645,0.165928,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8000_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8000_5113_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8000_5113.png
val,14_8000_5116,14,8000,5116,18.038202,21.337024,0.106933,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8000_5116.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8000_5116_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8000_5116.png
val,14_8001_5111,14,8001,5111,21.334406,19.218753,0.049160,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8001_5111.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8001_5111_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8001_5111.png
val,14_8002_5104,14,8002,5104,17.344452,21.816881,0.401458,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8002_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8002_5104_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8002_5104.png
val,14_8002_5117,14,8002,5117,21.149225,19.538629,0.100012,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8002_5117.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8002_5117_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8002_5117.png
val,14_8002_5127,14,8002,5127,16.827890,22.108545,0.524989,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8002_5127.png,experiments/03_scgm_subset_reproduction/outputs/scgm_convolutional_filter_ridge_generated_maps/14_8002_5127_conv_filter_ridge.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8002_5127.png
